Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
0.37173493129772894,0.1165600921037398,0.26226862158832176,0.6727867675062277,0.5732729842007713,0.3901175747318746,0.6481038603493484,0.03861004483670907,0.7230837429690788,0.9140257389885615,0.607938202405006
0.950754624124717,0.3451558078317232,0.2475094027366158,0.7969011610796584,0.8072431984474702,0.47046678191799707,0.1712950698290203,0.18678112007609993,0.6899586994973125,0.5255954905424735,0.8134457013160169
0.7309540827978159,0.5572696725610897,0.9082326829211812,0.2500885269067409,0.7618682837910673,0.8542007704627608,0.8726833661903433,0.8321167621297687,0.09591700765972676,0.7252546213311473,0.6366964676751482
0.5969601320493095,0.4671040621654027,0.2500824404713463,0.624905409898795,0.1542210148507821,0.33611742932356314,0.6128938639681817,0.7675530365538884,0.926247637891371,0.4362343692191678,0.4771680288259936
0.1521342583877113,0.514734314901311,0.272535155689111,0.5717190177699415,0.14955994646410797,0.8694069740017341,0.1560826583966077,0.3508705568241015,0.5706431745475868,0.6303269411062429,0.4900759337168852
0.15211001916144262,0.4200471067005507,0.49943660679640334,0.8330897921076097,0.2687567717413115,0.08251447281501534,0.962804187634257,0.37707350827416225,0.3650267048005883,0.3407096958007453,0.4506333959056477
0.05371556624143277,0.44150755474205067,0.45071562605678794,0.9064268302774052,0.36186955129947806,0.775916859629076,0.5179562831622856,0.5340270518463391,0.7595084846764518,0.3012711801658596,0.3930832941432711
0.8657989616537893,0.5420519677805807,0.7784042339060929,0.011515998651985326,0.4093587448810898,0.8471528481821657,0.07161101506700374,0.0,0.2582148116242238,0.5784937639560841,0.793847717955504
0.599428791451118,0.15791033102718985,0.06549801448850895,0.6741051368769765,0.6812205868370542,0.17684228587734907,0.6266375722868733,0.24132581622893964,0.6962119844705147,0.49834976213188903,0.7745603268083407
0.706914580259927,0.3115323201951879,0.48863003938292704,0.0512385497975173,0.056779245507247555,0.42708117843195126,0.2522669400102681,0.20826911496652226,0.03963593914742644,0.579801062862095,0.7452091666252689
