Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
374.60266483547775,3.184427468159985,17.85117051207718,70.45272456566735,0.8715987634850778,989.3635520277442,233.37250346801594,3.879945472888746,33.21607543684374,0.9135780114026949,0.607938202405006
950.7192349792751,8.357563736986194,17.409363972159994,79.75110478935292,0.9416296987899959,997.3435659375021,62.059090357859844,18.677252823112934,31.23698026478766,0.525360481819498,0.8134457013160169
732.0207424172239,13.157714620207921,37.1876374156311,38.785092409437425,0.9280482789370477,1035.454739320218,314.06204280773335,83.12458050899426,-4.2547480801985404,0.7249102718360844,0.6366964676751482
598.698618348617,11.117260852938637,17.486385995485183,66.86555747052492,0.746169971408132,984.0004386059892,220.72184606492695,76.67683563383358,45.354344294348,0.4360482979725878,0.4771680288259936
156.10303857839227,12.19513664399102,18.158491783858928,62.88094873578115,0.7447748409224422,1036.964968481217,56.59339808050353,35.06426914571469,24.108332129409177,0.6300345775424382,0.4900759337168852
156.078920884169,10.052358817305402,,82.46227825912032,0.780452310323474,958.8134430976692,346.44170069323445,37.681062777421246,11.823531268141053,0.3405759374211187,0.45063339590564777
58.17780380698264,10.538010185508861,23.492195273516202,87.95652953609454,0.8083224179023112,1027.6798437208631,186.61156680071542,53.35544335535795,35.3923150097184,0.30115901978544535,0.3930832941432711
866.1895281603577,12.81333694769713,33.301316708655435,20.91175786080401,0.8225366744225447,1034.7547633054737,26.2434426737958,0.02410046851345493,5.441927504098043,0.5782297861695137,0.793847717955504
601.1549002420345,4.1201861284581955,11.960984726931557,70.55149392940945,0.9039091650500035,968.1817652837339,225.6598455894242,24.124433603802785,31.610590222779223,0.49812967418398035,0.7745603268083407
708.1017705382659,7.596661972825537,24.62713581020153,23.887684933979678,0.7170041296497506,993.03465323722,91.15160652461168,20.823180860821445,-7.617327545665167,0.5795363691499811,0.7452091666252689
20.68243584637287,3.7075369063842323,11.00840800549848,61.164399880801696,0.7104018112678199,966.5499774663656,289.3296426758289,25.048294674976347,40.364482256556315,0.286660581287023,0.46333273325532276
969.9128611767782,14.821186115951381,11.879596103660635,41.57245467827586,0.8175731688831727,1020.6604128994218,294.41594648382863,80.59058425334413,16.89025082127911,0.36695783181699526,0.7014874744846814
832.4593965363417,14.188860425455893,37.19312360033233,43.00824496416059,0.9091491076413941,1003.5347768061657,352.42104810767825,27.967385654644318,28.2015748614765,0.08389796062890931,0.7445968332652724
212.41787676720833,1.0716887648433355,14.177361133527855,46.47188775892674,0.7580306028869448,1013.5323346708321,180.67303116882132,19.152132205014816,3.2742691884010195,0.05227637227220572,0.5940376257427672
181.9067847103799,10.730840001477482,25.972620468256515,66.59693367872076,0.8924513443768755,969.6486966956211,163.78447670198537,50.42634607930315,30.624422759506878,0.25345712967301626,0.4512126029217347
183.48616940244847,13.916100602527154,22.332868078021196,45.053747425157695,0.7779484413820899,971.1745862052419,271.251217960733,86.56450363727319,36.3344165535966,0.07424685933054576,0.3409875699923324
304.3118187352418,3.1183425043463364,20.42029978776528,74.95242879427103,0.965825832644055,954.1497325509906,47.68943628309356,24.134970383749987,18.392791213063923,0.1037747086347407,0.6286813990225228
